Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/183239255     camlString__map_123 [2247]
                0.00    0.00       1/183239255     camlGenlex__entry [2246]
                0.00    0.00       2/183239255     camlPcre__string_unsafe_sub_142 [2141]
                0.00    0.00       2/183239255     camlPcre__quote_147 [2162]
                0.00    0.00       4/183239255     camlPcre__loop_465 [769]
                0.00    0.00       6/183239255     camlPxp_reader__ensure_space_minimum_160 [2066]
                0.00    0.00      12/183239255     camlLexing__from_function_140 <cycle 1> [1933]
                0.00    0.00      22/183239255     camlNetconversion__convert_609 [1777]
                0.00    0.00      74/183239255     camlPcre__loop_558 [620]
                0.00    0.00     175/183239255     camlString__make_65 [104]
                0.00    0.00     193/183239255     camlNetconversion__multi_byte_593 [1105]
                0.00    0.00    1851/183239255     camlLexing__sub_lexeme_159 [1452]
                0.00    0.00    7820/183239255     camlLexing_util__initial_string_buffer_792 [1357]
                0.00    0.00   43415/183239255     camlBuffer__resize_87 [919]
                0.00    0.00   71603/183239255     camlLexing__lexeme_155 [936]
                0.00    0.00   92890/183239255     camlPxp_lexing__sub_lexeme_101 [900]
                0.00    0.01  457470/183239255     camlBuffer__create_66 [510]
                0.00    0.01  475393/183239255     camlString__sub_73 [604]
                0.01    0.02 1398474/183239255     camlString__concat_93 <cycle 1> [222]
                0.01    0.03 1749774/183239255     camlFormat__pp_print_char_405 [272]
                0.67    2.58 178940070/183239255     camlPervasives__$5e_135 [5]
[27]     3.2    0.69    2.64 183239255         caml_create_string [27]
                1.93    0.71 183239255/232817536     caml_alloc_string [26]
-----------------------------------------------
                               43364             camlCursor__stream_iter_250 <cycle 1> [2392]
                               63241             camlCursor__streamed_npeek_generate_154 <cycle 1> [344]
                              148798             camlCursor__cursor_next_133 <cycle 1> [108]
                             9740474             camlCursor__list_of_cursor_196 <cycle 1> [88]
                             14680303             camlCursor__mat_204 <cycle 1> [125]
                             37576159             camlCursor__cursor_peek_147 <cycle 1> [17]
[28]     3.2    0.90    2.35 62252339         camlCursor__map_fun_247 <cycle 1> [28]
                0.81    0.67 62210761/158408887     camlCursor__cursor_junk_141 [22]
                0.06    0.15 6783528/6783528     camlPhysical_value_util__wrap_item_250 [170]
                0.00    0.12    2983/256574      caml_call_gc [6]
                0.05    0.06 6619566/6619566     camlPhysical_util__get_node_in_cursor_347 [254]
                0.07    0.00 1373240/1435412     camlGalax_dm__method_string_value_1202 [295]
                0.03    0.03 6619566/6619566     camlPhysical_util__fun_493 [343]
                0.06    0.00 2767274/163012507     caml_send1 [25]
                0.06    0.00 5580136/19360452     camlPhysical_value_util__unsafe_xml_value_of_physical_value_175 [181]
                0.05    0.01 6577094/6577094     camlCode_treejoin__fun_663 [345]
                0.01    0.03 1373240/1373240     camlDm__fun_1764 [420]
                0.00    0.03  173643/173643      camlCode_util_matching__item_match_fun_791 [468]
                0.03    0.00 1373240/4164860     camlDm_atomic__method_getAtomicString_2736 [288]
                0.02    0.00   20794/20794       camlGalax_dm__fun_1530 [536]
                0.00    0.02 1330816/1330816     camlCode_fn__fun_4868 [578]
                0.01    0.00   20794/20794       camlPhysical_value_util__wrap_item_246 [689]
                0.00    0.00   20794/70293667     camlCursor__cursor_of_list_181 [60]
                0.00    0.00   20794/20577046     camlCursor__cursor_of_singleton_190 [186]
                0.00    0.00  104551/104551      camlPhysical_export__code_begin [1381]
                0.00    0.00   58168/58168       camlGalax_dm__fun_1532 [2385]
                0.00    0.00   20794/20794       camlCode_util_xpath__fun_600 [2426]
                0.00    0.00   20794/79846       camlDm__method_getAttributeNode_1297 [2371]
                             62252339             camlCursor__cursor_peek_147 <cycle 1> [17]
                             5580136             camlCode_item_tuple__eval_for_604 <cycle 1> [204]
                              132065             camlCode_util_matching__check_bound_fun_794 <cycle 1> [532]
                               41578             camlCode_util_matching__raise_type_matching_error_744 <cycle 1> [792]
-----------------------------------------------
                0.01    0.18 1384094/23881275     camlList__rev_sort_296 <cycle 1> [114]
                0.02    0.35 2788165/23881275     camlList__sort_295 <cycle 1> [75]
                0.07    1.16 9152621/23881275     camlList__rev_merge_275 <cycle 1> [41]
                0.08    1.34 10556395/23881275     camlList__rev_merge_rev_285 <cycle 1> [33]
[29]     3.1    0.18    3.03 23881275         camlNodeid__docorder_compare_207 [29]
                0.35    0.68 23881275/26173399     camlNodeid__docorder_precedes_188 [72]
                0.24    0.68 23881275/30373405     camlNodeid__nodeid_is_168 [67]
                0.41    0.22 47762550/47762550     camlNodeid__nodeid_of_docorder_196 [100]
                0.25    0.00 23881275/26173399     camlNodeid__partial_docorder_precedes_173 [148]
                0.20    0.00 23881275/30373405     camlNodeid__partial_nodeid_is_157 [159]
-----------------------------------------------
                2.93    0.21 49557358/49557358     caml_format_int [14]
[30]     3.1    2.93    0.21 49557358         parse_format [30]
                0.21    0.00 49557358/55786443     caml_string_length [162]
-----------------------------------------------
                             24403863             camlCursor__cursor_peek_147 <cycle 1> [17]
[31]     2.9    0.55    2.38 24403863         camlCursor__filter_fun_271 <cycle 1> [31]
                0.48    0.40 37008178/158408887     camlCursor__cursor_junk_141 [22]
                0.19    0.43 12464072/12464072     camlDm_step__eval_node_test_gen_605 [101]
                0.05    0.23 2292124/2292124     camlDm_util__node_follows_208 [149]
                0.10    0.05 8330279/8330279     camlGalax_dm__ntf_621 [202]
                0.03    0.07 2292124/26173399     camlNodeid__docorder_precedes_188 [72]
                0.02    0.07 2746519/2746519     camlDm__fun_1762 [279]
                0.07    0.00 3748172/3790643     camlNamespace_symbols__symbol_subtag_440 [308]
                0.05    0.01 1330816/1330816     camlCode_tuple__eval_predicate_desc_507 [322]
                0.03    0.02 1330816/1330816     camlCode_tuple__eval_pred_503 [373]
                0.03    0.00 4054830/4097301     camlDm_step__item_matches_kind_test_594 [438]
                0.02    0.00 2292124/26173399     camlNodeid__partial_docorder_precedes_173 [148]
                0.02    0.00 2292124/2292124     camlCode_util_xpath__fun_602 [527]
                0.00    0.02     381/256574      caml_call_gc [6]
                0.01    0.00 4054830/4054830     camlDm__ntf_581 [806]
                0.00    0.00   58168/58168       camlGalax_dm__ntf_639 [1264]
                0.00    0.00   20795/20795       camlGalax_dm__ntf_507 [1401]
                             37008178             camlCursor__cursor_peek_147 <cycle 1> [17]
                             5580136             camlPhysical_value_util__fun_342 <cycle 1> [352]
                             1330816             camlCode_tuple__code_begin <cycle 1> [528]
-----------------------------------------------
                2.54    0.22  305122/305122      caml_empty_minor_heap [18]
